college_name,course,eligibility,required_documents,application_start,application_deadline,admission_process,fees,placement_info,rank
IIT Kharagpur,B.Tech CSE,Minimum 75% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 340459 per year,Average package INR 16 LPA; Highest INR 65 LPA,Mid Tier
IIT Madras,B.Tech Data Science,Minimum 77% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 179653 per year,Average package INR 24 LPA; Highest INR 63 LPA,Mid Tier
Lovely Professional University,B.Tech Electrical,Minimum 72% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 122601 per year,Average package INR 10 LPA; Highest INR 16 LPA,Emerging
IIT Kharagpur,B.Tech CSE,Minimum 70% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 159061 per year,Average package INR 15 LPA; Highest INR 45 LPA,Emerging
IIT Kanpur,B.Tech Civil,Minimum 62% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 427568 per year,Average package INR 12 LPA; Highest INR 32 LPA,Mid Tier
RV College of Engineering,B.Tech Data Science,Minimum 79% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 351221 per year,Average package INR 23 LPA; Highest INR 27 LPA,Emerging
IIT Kanpur,B.Tech AI & ML,Minimum 85% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 144677 per year,Average package INR 8 LPA; Highest INR 41 LPA,Mid Tier
IIT Kanpur,B.Tech Civil,Minimum 82% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 389221 per year,Average package INR 18 LPA; Highest INR 42 LPA,Top Tier
NIT Warangal,B.Tech ECE,Minimum 61% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 264228 per year,Average package INR 13 LPA; Highest INR 68 LPA,Mid Tier
Amity University,B.Tech Electrical,Minimum 70% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 170072 per year,Average package INR 14 LPA; Highest INR 19 LPA,Mid Tier
IIT Madras,B.Tech AI & ML,Minimum 68% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 166016 per year,Average package INR 16 LPA; Highest INR 27 LPA,Top Tier
IIT Delhi,B.Tech ECE,Minimum 69% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 430815 per year,Average package INR 4 LPA; Highest INR 40 LPA,Top Tier
Chandigarh University,B.Tech Civil,Minimum 82% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 129970 per year,Average package INR 12 LPA; Highest INR 27 LPA,Top Tier
IIT Kanpur,B.Tech Data Science,Minimum 83% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 433270 per year,Average package INR 8 LPA; Highest INR 78 LPA,Top Tier
IIT Kanpur,B.Tech ECE,Minimum 69% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 298131 per year,Average package INR 14 LPA; Highest INR 40 LPA,Top Tier
SRM University,B.Tech ECE,Minimum 76% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 251163 per year,Average package INR 6 LPA; Highest INR 57 LPA,Emerging
Manipal Institute of Technology,B.Tech Civil,Minimum 60% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 315731 per year,Average package INR 16 LPA; Highest INR 43 LPA,Mid Tier
PES University,B.Tech Mechanical,Minimum 69% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 249793 per year,Average package INR 9 LPA; Highest INR 74 LPA,Top Tier
NIT Trichy,B.Tech Mechanical,Minimum 72% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 337308 per year,Average package INR 5 LPA; Highest INR 27 LPA,Emerging
IIT Bombay,B.Tech Mechanical,Minimum 65% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 416975 per year,Average package INR 12 LPA; Highest INR 22 LPA,Top Tier
Delhi Technological University,B.Tech Civil,Minimum 62% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 398169 per year,Average package INR 20 LPA; Highest INR 40 LPA,Top Tier
IIT Madras,B.Tech Electrical,Minimum 64% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 113106 per year,Average package INR 17 LPA; Highest INR 57 LPA,Top Tier
IIT Kharagpur,B.Tech Electrical,Minimum 63% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 343396 per year,Average package INR 12 LPA; Highest INR 69 LPA,Mid Tier
VIT Vellore,B.Tech Mechanical,Minimum 63% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 396333 per year,Average package INR 19 LPA; Highest INR 75 LPA,Emerging
BITS Pilani,B.Tech Civil,Minimum 75% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 410140 per year,Average package INR 23 LPA; Highest INR 26 LPA,Top Tier
Jadavpur University,B.Tech IT,Minimum 78% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 206418 per year,Average package INR 25 LPA; Highest INR 38 LPA,Mid Tier
Chandigarh University,B.Tech Mechanical,Minimum 80% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 266955 per year,Average package INR 10 LPA; Highest INR 30 LPA,Mid Tier
Lovely Professional University,B.Tech Civil,Minimum 69% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 109776 per year,Average package INR 21 LPA; Highest INR 80 LPA,Mid Tier
